id,area,rooms,bathrooms,building_type,department_location,price
251,89.0,2.0,2,0,202.0,239000
249,45.0,2.0,1,0,178.0,74500
248,55.0,2.0,1,0,184.0,128000
252,157.0,3.0,3,0,210.0,385000
255,330.0,3.0,4,0,175.0,795000
253,258.0,4.0,4,0,210.0,690000
257,44.0,0.0,1,0,220.0,107000
258,45.0,1.0,1,0,212.0,131800
259,50.0,2.0,1,0,170.0,115000
260,48.0,2.0,1,0,174.0,115000
265,45.0,2.0,1,0,203.0,95000
263,100.0,3.0,3,0,175.0,340000
266,90.0,3.0,2,0,178.0,149000
264,53.0,2.0,1,0,202.0,95000
267,64.0,1.0,1,0,210.0,214000
268,25.0,0.0,1,0,207.0,37000
269,32.0,0.0,1,0,189.0,85500
270,54.0,1.0,1,0,178.0,140000
271,57.0,2.0,1,0,170.0,144500
273,104.0,2.0,4,0,223.0,290000
272,36.0,0.0,1,0,178.0,86000
276,49.0,1.0,1,0,215.0,185000
278,100.0,3.0,2,0,178.0,263424
277,63.0,2.0,1,0,189.0,153000
275,41.0,2.0,1,0,199.0,30000
279,105.0,3.0,2,0,190.0,188000
281,44.0,1.0,1,0,212.0,120000
282,36.0,1.0,1,0,223.0,116000
286,92.0,2.0,1,0,215.0,189000
285,49.0,1.0,1,0,184.0,108801
289,47.0,2.0,1,0,189.0,145000
291,25.0,2.0,1,0,194.0,225000
290,152.0,4.0,3,0,203.0,330000
293,58.0,2.0,1,0,178.0,156000
296,59.0,1.0,1,0,220.0,109000
298,60.0,2.0,1,0,181.0,99000
297,65.0,3.0,2,0,184.0,127500
295,110.0,3.0,2,0,210.0,320000
300,107.0,2.0,1,0,189.0,123000
299,49.0,1.0,1,0,181.0,79000
302,60.0,2.0,1,0,223.0,132000
301,60.0,1.0,1,0,215.0,177000
306,46.0,2.0,1,0,181.0,78000
304,118.0,1.0,1,0,184.0,130100
307,25.0,2.0,1,0,210.0,162000
311,65.0,2.0,1,0,195.0,65000
308,67.0,2.0,1,0,184.0,135000
313,146.0,3.0,4,0,210.0,340000
310,72.0,1.0,1,0,210.0,265000
314,107.0,1.0,1,0,203.0,135000
309,45.0,1.0,1,0,170.0,120790
316,45.0,2.0,1,0,221.0,63000
318,165.0,2.0,2,0,9.0,360000
317,135.0,3.0,2,0,194.0,265000
325,44.0,1.0,1,0,181.0,87000
327,66.0,3.0,1,0,195.0,35000
320,101.0,4.0,2,0,170.0,195000
323,67.0,1.0,1,0,210.0,169000
328,60.0,3.0,1,0,211.0,145000
330,149.0,4.0,2,0,190.0,220000
333,104.0,2.0,2,0,210.0,320000
335,46.0,0.0,1,0,215.0,158000
336,116.0,3.0,2,0,178.0,125000
331,54.0,2.0,1,0,173.0,125000
334,165.0,3.0,3,0,223.0,355000
337,76.0,1.0,1,0,202.0,175000
342,75.0,2.0,1,0,193.0,47000
338,80.0,3.0,1,0,212.0,164000
345,121.0,3.0,3,0,211.0,385000
332,205.0,3.0,4,0,216.0,790000
341,72.0,2.0,2,0,210.0,250000
344,129.0,4.0,3,0,210.0,340000
347,35.0,1.0,1,0,201.0,135000
346,31.0,0.0,1,0,185.0,82000
340,199.0,3.0,2,0,215.0,755000
343,107.0,4.0,2,0,9.0,415000
348,49.0,2.0,1,0,223.0,165000
351,60.0,3.0,1,0,195.0,59000
354,49.0,2.0,1,0,184.0,135000
350,72.0,2.0,1,0,220.0,149000
353,85.0,2.0,2,0,181.0,157000
359,71.0,2.0,2,0,212.0,140000
358,70.0,3.0,1,0,170.0,163000
357,150.0,3.0,4,0,175.0,450000
356,41.0,1.0,1,0,184.0,98000
360,130.0,3.0,3,0,210.0,358000
361,76.0,3.0,1,0,210.0,149000
368,132.0,2.0,3,0,215.0,595000
371,48.0,1.0,1,0,194.0,115000
370,26.0,0.0,1,0,210.0,87000
363,32.0,2.0,1,0,207.0,42000
362,75.0,2.0,1,0,195.0,118000
366,39.0,0.0,1,0,178.0,129500
365,39.0,0.0,1,0,202.0,125000
364,33.0,1.0,1,0,170.0,98000
373,63.0,2.0,1,0,184.0,155700
374,111.0,3.0,2,0,215.0,465000
369,184.0,3.0,3,0,214.0,795000
375,115.0,3.0,2,0,210.0,245000
377,28.0,0.0,1,0,210.0,105000
378,63.0,2.0,1,0,189.0,153000
372,58.0,1.0,1,0,222.0,100000
379,85.0,3.0,3,0,210.0,285000
376,73.0,2.0,2,0,215.0,165000
382,46.0,1.0,1,0,184.0,89547
383,52.0,1.0,1,0,212.0,95000
385,250.0,3.0,3,0,210.0,430000
380,50.0,1.0,1,0,214.0,360000
389,30.0,1.0,1,0,191.0,45000
387,61.0,1.0,1,0,201.0,92000
390,268.0,4.0,2,0,9.0,930000
392,60.0,0.0,1,0,184.0,89000
394,49.0,1.0,1,0,194.0,128800
395,50.0,2.0,1,0,181.0,75000
396,70.0,3.0,2,0,178.0,155000
397,74.0,2.0,1,0,184.0,162500
393,220.0,4.0,4,0,175.0,790000
400,108.0,4.0,2,0,215.0,355000
398,44.0,1.0,1,0,174.0,195000
403,73.0,2.0,1,0,181.0,115000
399,108.0,4.0,2,0,9.0,390000
402,25.0,2.0,1,0,189.0,147000
405,186.0,3.0,3,0,202.0,395000
404,76.0,4.0,2,0,202.0,200000
407,47.0,1.0,1,0,220.0,150000
409,113.0,4.0,1,0,223.0,179000
410,55.0,2.0,1,0,194.0,138000
411,48.0,1.0,1,0,185.0,96000
412,112.0,3.0,3,0,210.0,360000
406,53.0,2.0,1,0,215.0,220000
413,35.0,0.0,1,0,210.0,114000
418,30.0,0.0,1,0,170.0,72000
414,100.0,3.0,2,0,194.0,340000
416,53.0,2.0,1,0,189.0,118900
417,25.0,2.0,1,0,184.0,133750
415,131.0,3.0,2,0,194.0,252000
423,106.0,3.0,2,0,210.0,285000
421,60.0,1.0,1,0,184.0,149000
422,40.0,1.0,1,0,210.0,144000
426,87.0,2.0,1,0,212.0,89000
425,63.0,2.0,1,0,210.0,127000
424,454.0,4.0,4,0,211.0,690000
420,55.0,3.0,2,0,189.0,179000
428,100.0,2.0,2,0,178.0,123000
427,60.0,1.0,1,0,210.0,143000
431,100.0,3.0,2,0,181.0,130000
432,50.0,1.0,1,0,184.0,105700
433,120.0,3.0,3,0,216.0,459000
430,64.0,3.0,1,0,195.0,65000
434,35.0,1.0,1,0,203.0,84000
435,88.0,2.0,3,0,210.0,255000
436,59.0,2.0,1,0,173.0,225346
440,105.0,4.0,2,0,184.0,154000
442,49.0,2.0,1,0,210.0,125000
439,70.0,2.0,1,0,212.0,149000
443,96.0,2.0,2,0,215.0,299000
444,62.0,2.0,1,0,215.0,219000
447,47.0,1.0,1,0,188.0,69000
450,62.0,2.0,2,0,189.0,125000
441,72.0,3.0,1,0,170.0,135000
445,31.0,0.0,1,0,194.0,134000
452,104.0,3.0,2,0,178.0,149000
451,141.0,3.0,2,0,210.0,310000
453,55.0,2.0,1,0,188.0,195000
454,128.0,3.0,3,0,210.0,370000
458,125.0,2.0,2,0,175.0,420000
461,75.0,3.0,1,0,194.0,199000
456,90.0,2.0,2,0,194.0,329000
455,51.0,4.0,1,0,9.0,195000
459,39.0,0.0,1,0,210.0,110000
462,77.0,2.0,2,0,211.0,217000
463,40.0,1.0,1,0,222.0,48000
457,58.0,2.0,1,0,184.0,115000
465,61.0,2.0,1,0,181.0,99500
464,67.0,2.0,2,0,210.0,187000
470,60.0,2.0,1,0,189.0,130000
473,55.0,2.0,1,0,195.0,55000
472,65.0,2.0,1,0,170.0,50000
469,40.0,2.0,1,0,202.0,93000
476,126.0,3.0,3,0,215.0,360000
474,39.0,1.0,1,0,190.0,89000
477,60.0,2.0,1,0,184.0,130000
478,165.0,3.0,2,0,178.0,250000
481,85.0,3.0,2,0,194.0,170000
486,68.0,1.0,1,0,189.0,115000
482,78.0,4.0,1,0,195.0,91800
487,85.0,2.0,1,0,178.0,79500
489,25.0,0.0,1,0,190.0,65000
491,38.0,1.0,1,0,220.0,110000
490,77.0,3.0,1,0,210.0,230000
494,32.0,0.0,1,0,202.0,89500
495,108.0,4.0,2,0,184.0,139000
497,320.0,3.0,4,0,175.0,1250000
499,66.0,0.0,1,0,202.0,127920
500,25.0,1.0,1,0,178.0,85000
496,65.0,3.0,1,0,173.0,150000
498,162.0,4.0,4,0,175.0,640000
501,63.0,2.0,1,0,178.0,165000
506,25.0,1.0,1,0,211.0,89000
504,70.0,2.0,1,0,184.0,89000
507,25.0,2.0,2,0,215.0,275220
511,38.0,0.0,1,0,184.0,77000
509,36.0,0.0,1,0,210.0,106000
508,94.0,4.0,2,0,184.0,150000
512,56.0,2.0,1,0,178.0,149000
505,60.0,2.0,1,0,178.0,132000
515,130.0,4.0,2,0,215.0,298000
516,85.0,3.0,2,0,210.0,210000
514,54.0,2.0,1,0,181.0,99500
513,78.0,4.0,2,0,9.0,290000
525,47.0,1.0,1,0,194.0,150000
518,112.0,4.0,2,0,9.0,410000
519,45.0,1.0,1,0,189.0,118000
522,79.0,3.0,2,0,212.0,215000
520,122.0,3.0,3,0,194.0,329000
521,25.0,3.0,3,0,210.0,345000
526,50.0,2.0,1,0,203.0,180000
530,53.0,2.0,1,0,178.0,105000
528,136.0,3.0,4,0,211.0,405000
529,73.0,2.0,1,0,210.0,259000
527,28.0,0.0,1,0,210.0,105000
535,49.0,0.0,1,0,210.0,98000
531,50.0,2.0,1,0,202.0,135000
533,69.0,1.0,1,0,215.0,222000
532,38.0,0.0,1,0,210.0,113000
534,66.0,2.0,1,0,184.0,115000
536,205.0,3.0,4,0,216.0,870000
537,70.0,3.0,1,0,210.0,164000
538,69.0,2.0,1,0,184.0,159000
539,51.0,1.0,1,0,210.0,157000
541,90.0,2.0,2,0,215.0,217000
543,52.0,1.0,1,0,215.0,168000
547,66.0,3.0,2,0,203.0,170000
545,129.0,4.0,2,0,9.0,450000
548,145.0,3.0,3,0,210.0,360000
549,50.0,2.0,1,0,181.0,119000
542,47.0,1.0,1,0,194.0,156000
546,146.0,3.0,2,0,210.0,378000
544,76.0,3.0,1,0,170.0,138000
556,77.0,3.0,2,0,202.0,199999
557,92.0,2.0,2,0,184.0,145000
554,150.0,3.0,4,0,211.0,345000
550,63.0,2.0,2,0,210.0,230000
558,40.0,1.0,1,0,197.0,39000
553,122.0,2.0,2,0,210.0,352700
564,180.0,3.0,3,0,215.0,495000
552,204.0,4.0,3,0,210.0,390000
568,34.0,1.0,1,0,170.0,90000
567,66.0,2.0,1,0,184.0,95000
570,80.0,3.0,2,0,194.0,235000
571,100.0,3.0,2,0,178.0,163000
574,400.0,4.0,4,0,178.0,495000
560,166.0,3.0,2,0,210.0,420000
575,77.0,4.0,2,0,220.0,150000
573,52.0,2.0,1,0,194.0,138000
561,240.0,4.0,4,0,175.0,790000
576,77.0,3.0,2,0,210.0,215000
566,44.0,1.0,1,0,201.0,135600
579,200.0,4.0,2,0,184.0,270000
572,100.0,2.0,1,0,189.0,178000
581,30.0,0.0,1,0,215.0,100000
586,47.0,2.0,1,0,174.0,105000
589,39.0,1.0,1,0,210.0,139800
590,57.0,2.0,1,0,189.0,88000
578,40.0,0.0,1,0,174.0,100000
582,60.0,2.0,1,0,184.0,161700
593,80.0,1.0,1,0,184.0,225000
580,32.0,0.0,1,0,211.0,125000
594,72.0,2.0,1,0,184.0,156000
596,66.0,3.0,3,0,212.0,132000
584,50.0,1.0,1,0,194.0,145900
595,73.0,3.0,2,0,194.0,269000
599,76.0,3.0,2,0,210.0,265000
592,52.0,2.0,1,0,220.0,94000
591,88.0,3.0,2,0,220.0,169000
587,47.0,1.0,1,0,184.0,124500
604,25.0,0.0,1,0,184.0,80000
600,32.0,0.0,1,0,184.0,97400
603,49.0,2.0,1,0,202.0,134000
585,210.0,3.0,2,0,210.0,580000
610,35.0,0.0,1,0,211.0,104000
608,75.0,2.0,1,0,184.0,162500
609,94.0,2.0,2,0,175.0,325000
605,56.0,1.0,1,0,189.0,112000
606,25.0,0.0,1,0,215.0,128800
613,185.0,3.0,3,0,210.0,425000
612,58.0,2.0,1,0,170.0,63000
619,54.0,3.0,1,0,212.0,110000
621,77.0,3.0,2,0,215.0,230000
620,38.0,1.0,1,0,212.0,108000
622,56.0,2.0,1,0,184.0,115000
623,131.0,3.0,2,0,194.0,252000
616,46.0,0.0,1,0,203.0,136000
617,274.0,4.0,4,0,210.0,865000
618,223.0,4.0,3,0,210.0,450000
630,70.0,3.0,1,0,195.0,65000
625,81.0,1.0,1,0,215.0,179000
628,43.0,0.0,1,0,189.0,107000
627,124.0,4.0,2,0,9.0,460000
629,72.0,2.0,1,0,178.0,156000
636,81.0,2.0,1,0,220.0,138000
632,40.0,2.0,1,0,202.0,93000
634,88.0,3.0,2,0,178.0,123000
638,85.0,2.0,2,0,211.0,334500
639,61.0,2.0,1,0,189.0,143900
641,99.0,3.0,2,0,189.0,200000
640,84.0,2.0,1,0,194.0,190000
643,48.0,2.0,1,0,171.0,153000
644,130.0,2.0,3,0,174.0,510000
645,109.0,3.0,3,0,210.0,279000
648,80.0,0.0,1,0,184.0,124000
650,58.0,2.0,1,0,178.0,63000
652,99.0,3.0,2,0,202.0,245000
651,93.0,3.0,1,0,184.0,151000
646,40.0,1.0,1,0,194.0,156500
654,108.0,3.0,2,0,194.0,335000
657,58.0,2.0,2,0,178.0,135000
656,54.0,2.0,1,0,184.0,120000
655,90.0,2.0,2,0,194.0,335000
637,47.0,1.0,1,0,194.0,185000
658,57.0,2.0,2,0,210.0,165000
642,68.0,2.0,1,0,220.0,152500
653,77.0,2.0,1,0,189.0,141100
659,75.0,2.0,2,0,184.0,140000
660,140.0,3.0,2,0,174.0,2200
661,30.0,0.0,1,0,215.0,100000
647,200.0,3.0,4,0,210.0,670000
662,51.0,2.0,1,0,202.0,152000
663,60.0,1.0,1,0,175.0,149500
666,128.0,4.0,2,0,9.0,480000
674,45.0,1.0,1,0,194.0,135000
669,25.0,0.0,1,0,170.0,90000
677,40.0,1.0,1,0,220.0,89000
676,75.0,3.0,2,0,210.0,150000
670,85.0,2.0,2,0,194.0,230000
679,237.0,3.0,2,0,210.0,550000
680,47.0,2.0,1,0,202.0,120000
682,185.0,4.0,3,0,194.0,560000
675,37.0,0.0,1,0,210.0,110200
687,65.0,2.0,1,0,194.0,155000
684,39.0,1.0,1,0,194.0,153000
686,33.0,0.0,1,0,215.0,119000
690,43.0,1.0,1,0,212.0,88150
683,38.0,1.0,1,0,170.0,69000
678,50.0,1.0,1,0,211.0,208950
688,71.0,2.0,1,0,184.0,135000
692,48.0,1.0,1,0,174.0,115000
693,54.0,2.0,1,0,218.0,75000
691,36.0,0.0,1,0,194.0,101308
697,122.0,4.0,2,0,202.0,185000
695,62.0,2.0,1,0,184.0,95000
694,60.0,2.0,1,0,190.0,134000
699,43.0,2.0,1,0,210.0,95000
702,500.0,1.0,1,0,210.0,169000
701,50.0,1.0,1,0,214.0,280500
698,166.0,3.0,3,0,210.0,410000
703,59.0,2.0,1,0,178.0,136000
709,210.0,3.0,4,0,175.0,530000
707,43.0,0.0,1,0,210.0,128500
712,79.0,2.0,1,0,195.0,80000
713,65.0,2.0,1,0,184.0,174000
716,55.0,1.0,1,0,220.0,145600
711,121.0,2.0,1,0,203.0,164956
717,40.0,1.0,1,0,189.0,99000
715,41.0,1.0,1,0,194.0,118316
721,60.0,2.0,1,0,184.0,88000
720,110.0,4.0,2,0,210.0,300000
722,50.0,0.0,1,0,178.0,75900
723,37.0,0.0,1,0,210.0,109500
724,45.0,1.0,1,0,184.0,115000
719,299.0,4.0,4,0,9.0,890000
725,100.0,3.0,3,0,215.0,360000
727,36.0,0.0,1,0,212.0,74760
728,67.0,3.0,1,0,194.0,192000
729,61.0,3.0,1,0,189.0,139000
730,72.0,2.0,2,0,210.0,255000
731,78.0,3.0,2,0,194.0,280000
732,54.0,2.0,1,0,181.0,99500
734,67.0,2.0,2,0,210.0,187000
738,284.0,3.0,3,0,215.0,630000
736,133.0,3.0,3,0,175.0,395000
737,25.0,0.0,1,0,170.0,81763
741,54.0,2.0,1,0,178.0,145000
733,116.0,3.0,3,0,175.0,344500
743,54.0,3.0,1,0,184.0,155000
742,147.0,3.0,3,0,210.0,285000
745,49.0,2.0,1,0,184.0,105000
744,55.0,3.0,1,0,185.0,95000
746,78.0,1.0,1,0,214.0,310000
749,105.0,2.0,2,0,178.0,157000
748,324.0,3.0,3,0,175.0,639000
754,117.0,3.0,2,0,210.0,225000
753,72.0,3.0,1,0,178.0,143000
752,77.0,4.0,2,0,188.0,150000
750,79.0,2.0,1,0,210.0,130000
747,80.0,1.0,1,0,175.0,267000
755,132.0,4.0,3,0,210.0,360000
757,61.0,1.0,1,0,180.0,126000
756,76.0,2.0,1,0,184.0,145300
761,61.0,2.0,1,0,201.0,252700
764,70.0,2.0,2,0,202.0,179000
760,70.0,1.0,1,0,184.0,65000
762,152.0,2.0,2,0,202.0,365000
763,87.0,2.0,1,0,170.0,170000
759,89.0,2.0,1,0,203.0,145000
765,47.0,1.0,1,0,184.0,80000
771,117.0,2.0,3,0,220.0,235000
773,48.0,2.0,1,0,210.0,125000
767,48.0,0.0,1,0,215.0,156000
768,25.0,2.0,3,0,210.0,450000
778,69.0,2.0,2,0,184.0,105000
780,77.0,3.0,2,0,184.0,165000
770,175.0,3.0,4,0,210.0,435000
781,64.0,2.0,1,0,201.0,139575
783,80.0,4.0,1,0,195.0,70000
776,103.0,3.0,2,0,181.0,125000
784,40.0,1.0,1,0,184.0,88000
779,242.0,4.0,4,0,201.0,630000
787,84.0,2.0,2,0,178.0,149000
785,40.0,0.0,1,0,210.0,105000
788,39.0,1.0,1,0,185.0,70000
790,70.0,3.0,1,0,216.0,195000
782,70.0,2.0,1,0,202.0,220000
789,314.0,3.0,4,0,175.0,1835000
786,25.0,4.0,4,0,223.0,690000
795,43.0,1.0,1,0,203.0,108000
793,85.0,3.0,3,0,178.0,169500
791,75.0,2.0,2,0,223.0,225000
792,68.0,2.0,2,0,210.0,225000
797,121.0,3.0,2,0,203.0,275000
799,60.0,2.0,1,0,170.0,129000
802,71.0,2.0,2,0,194.0,230000
805,220.0,3.0,4,0,210.0,690000
806,98.0,3.0,3,0,211.0,345000
798,108.0,3.0,3,0,176.0,320400
803,86.0,2.0,2,0,215.0,250000
801,147.0,3.0,2,0,194.0,525000
811,48.0,2.0,1,0,202.0,130000
804,52.0,1.0,1,0,185.0,98000
813,86.0,2.0,2,0,214.0,250000
810,54.0,1.0,1,0,173.0,95000
808,32.0,0.0,1,0,215.0,130000
809,55.0,2.0,1,0,194.0,159968
812,60.0,2.0,1,0,215.0,148000
820,85.0,2.0,2,0,210.0,195000
818,65.0,3.0,1,0,184.0,180000
822,60.0,3.0,1,0,184.0,165000
814,72.0,3.0,2,0,170.0,226508
817,48.0,1.0,1,0,170.0,129800
819,280.0,3.0,4,0,214.0,950000
824,64.0,2.0,1,0,178.0,149000
816,63.0,1.0,1,0,215.0,200300
823,180.0,3.0,4,0,210.0,630000
825,128.0,2.0,3,0,175.0,345000
832,220.0,3.0,4,0,215.0,650000
826,70.0,2.0,1,0,173.0,110000
828,150.0,3.0,3,0,210.0,530000
831,86.0,3.0,2,0,211.0,250000
827,52.0,1.0,1,0,216.0,139900
829,64.0,3.0,1,0,184.0,160000
834,110.0,3.0,2,0,210.0,250000
836,105.0,3.0,3,0,211.0,320000
830,28.0,0.0,1,0,178.0,84225
838,97.0,2.0,2,0,210.0,352669
839,28.0,1.0,1,0,219.0,42000
835,72.0,1.0,1,0,181.0,205000
840,103.0,3.0,2,0,185.0,160000
