id,area,rooms,bathrooms,building_type,department_location,price
14225,60.0,1.0,1,0,206.0,93000
14226,80.0,3.0,1,0,201.0,198000
14228,60.0,2.0,1,0,184.0,153000
14229,147.0,4.0,2,0,188.0,110000
14231,35.0,0.0,1,0,202.0,88345
14233,138.0,3.0,3,0,215.0,612000
14237,52.0,1.0,1,0,210.0,147800
14238,57.0,2.0,1,0,211.0,270000
14245,80.0,2.0,2,0,215.0,226000
14247,74.0,3.0,2,0,223.0,155000
14248,74.0,2.0,1,0,170.0,128400
14249,60.0,2.0,1,0,189.0,159900
14251,50.0,2.0,1,0,223.0,70000
14257,75.0,2.0,1,0,178.0,110000
14254,40.0,0.0,1,0,178.0,95000
14255,144.0,2.0,4,0,215.0,595000
14264,116.0,2.0,2,0,215.0,649583
14263,44.0,1.0,1,0,184.0,105000
14268,97.0,3.0,2,0,194.0,239600
14267,337.0,3.0,3,0,178.0,340000
14269,50.0,0.0,1,0,215.0,151500
14270,41.0,0.0,1,0,179.0,11800
14272,79.0,2.0,1,0,220.0,156500
14273,103.0,2.0,2,0,194.0,401000
14275,98.0,2.0,2,0,175.0,340000
14277,65.0,2.0,1,0,189.0,161700
14276,49.0,0.0,1,0,178.0,115000
14278,48.0,1.0,1,0,189.0,123500
14279,73.0,2.0,1,0,178.0,148800
14281,45.0,2.0,1,0,184.0,135000
14283,166.0,3.0,3,0,175.0,299000
14284,41.0,1.0,1,0,220.0,149500
14286,267.0,3.0,3,0,178.0,260000
14285,39.0,0.0,1,0,184.0,107000
14287,35.0,0.0,1,0,211.0,106000
14288,34.0,0.0,1,0,189.0,92150
14289,51.0,1.0,1,0,170.0,92000
14290,31.0,0.0,1,0,203.0,115900
14291,136.0,2.0,3,0,8.0,600000
14292,43.0,1.0,1,0,210.0,165000
14294,56.0,2.0,1,0,184.0,158000
14295,37.0,1.0,1,0,178.0,107980
14300,54.0,2.0,1,0,178.0,143691
14302,42.0,0.0,1,0,194.0,153000
14303,107.0,2.0,1,0,178.0,172500
14304,72.0,2.0,1,0,178.0,231500
14305,25.0,1.0,1,0,215.0,187318
14307,87.0,3.0,2,0,194.0,265600
14308,60.0,2.0,1,0,184.0,162404
14309,36.0,0.0,1,0,194.0,116000
14312,77.0,2.0,1,0,202.0,164000
14311,52.0,2.0,1,0,184.0,140900
14313,88.0,3.0,1,0,178.0,248514
14319,33.0,0.0,1,0,211.0,109000
14318,178.0,3.0,4,0,216.0,590000
14322,99.0,3.0,1,0,178.0,196747
14321,55.0,1.0,1,0,220.0,148553
14323,70.0,2.0,2,0,194.0,257000
14325,41.0,0.0,1,0,189.0,112800
14328,120.0,3.0,3,0,8.0,1700
14331,71.0,1.0,1,0,203.0,258000
14333,25.0,2.0,2,0,210.0,259500
14332,63.0,3.0,1,0,195.0,62900
14335,57.0,1.0,1,0,184.0,121900
14338,63.0,2.0,1,0,170.0,130000
14342,60.0,2.0,1,0,195.0,76000
14340,141.0,2.0,2,0,210.0,334500
14343,80.0,2.0,1,0,170.0,156000
14350,38.0,0.0,1,0,210.0,132000
14351,48.0,1.0,1,0,215.0,169000
14353,76.0,0.0,1,0,210.0,135000
14356,47.0,0.0,1,0,202.0,95877
14358,380.0,1.0,1,0,219.0,190000
14360,49.0,1.0,1,0,184.0,142500
14363,43.0,1.0,1,0,219.0,56000
14364,208.0,3.0,4,0,214.0,890000
14367,68.0,2.0,1,0,170.0,157406
14366,74.0,1.0,1,0,189.0,113900
14368,25.0,0.0,1,0,210.0,90000
14369,59.0,1.0,1,0,220.0,144900
14370,35.0,0.0,1,0,184.0,94500
14371,70.0,1.0,1,0,184.0,129148
14372,108.0,1.0,1,0,184.0,146000
14374,69.0,2.0,1,0,184.0,155000
14376,40.0,1.0,1,0,170.0,98000
14378,71.0,2.0,1,0,178.0,183159
14379,97.0,1.0,1,0,215.0,189000
14382,67.0,3.0,1,0,175.0,165000
14385,35.0,0.0,1,0,184.0,106500
14387,100.0,3.0,3,0,175.0,410000
14386,65.0,1.0,1,0,184.0,126140
14388,41.0,0.0,1,0,210.0,128000
14389,189.0,3.0,2,0,184.0,355000
14390,58.0,2.0,1,0,184.0,159900
14393,52.0,1.0,1,0,210.0,151800
14392,43.0,1.0,1,0,188.0,98000
14396,190.0,3.0,4,0,210.0,465000
14395,66.0,2.0,1,0,202.0,178000
14399,40.0,1.0,1,0,215.0,160000
14401,48.0,1.0,1,0,202.0,119095
14404,59.0,2.0,1,0,178.0,157000
14403,54.0,1.0,1,0,184.0,107600
14406,54.0,2.0,1,0,174.0,158000
14408,57.0,1.0,1,0,184.0,121600
14409,49.0,2.0,1,0,173.0,120000
14411,55.0,0.0,1,0,210.0,146624
14418,52.0,1.0,1,0,211.0,175000
14417,25.0,2.0,1,0,178.0,240000
14421,101.0,2.0,2,0,215.0,363000
14423,132.0,3.0,3,0,174.0,379000
14425,52.0,1.0,1,0,210.0,145800
14426,120.0,2.0,2,0,175.0,318700
14430,104.0,2.0,2,0,194.0,404000
14431,110.0,3.0,2,0,194.0,349000
14432,41.0,1.0,1,0,189.0,133400
14433,59.0,2.0,1,0,220.0,137192
14435,72.0,1.0,1,0,184.0,130652
14436,42.0,1.0,1,0,185.0,89000
14437,72.0,2.0,1,0,202.0,193534
14439,55.0,1.0,1,0,210.0,155000
14440,55.0,1.0,1,0,202.0,143900
14442,122.0,2.0,2,0,175.0,318800
14443,59.0,1.0,1,0,174.0,129800
14444,48.0,1.0,1,0,194.0,203000
14446,99.0,3.0,1,0,178.0,185399
14447,81.0,2.0,1,0,189.0,170812
14448,69.0,2.0,1,0,194.0,157074
14449,52.0,1.0,1,0,210.0,173500
14451,200.0,3.0,4,0,215.0,750000
14452,51.0,1.0,1,0,220.0,130300
14454,80.0,1.0,1,0,178.0,188600
14462,49.0,0.0,1,0,178.0,148082
14465,99.0,2.0,2,0,178.0,123000
14468,50.0,1.0,1,0,202.0,132607
14470,60.0,2.0,1,0,189.0,154000
14472,100.0,3.0,2,0,184.0,198000
14471,91.0,3.0,2,0,202.0,219600
14473,44.0,0.0,1,0,210.0,122000
14474,70.0,2.0,1,0,189.0,160000
14475,47.0,1.0,1,0,201.0,136400
14477,63.0,2.0,1,0,194.0,119000
14476,87.0,1.0,1,0,215.0,223000
14480,50.0,2.0,1,0,197.0,42000
14483,160.0,2.0,1,0,220.0,177201
14484,100.0,3.0,1,0,194.0,199000
14482,138.0,3.0,3,0,210.0,310000
14486,34.0,0.0,1,0,210.0,123000
14489,84.0,4.0,2,0,202.0,119998
14488,84.0,2.0,2,0,210.0,255000
14491,127.0,3.0,2,0,178.0,190000
14492,44.0,1.0,1,0,201.0,115000
14494,107.0,2.0,1,0,178.0,172500
14495,48.0,1.0,1,0,189.0,133900
14497,50.0,2.0,1,0,210.0,159000
14496,56.0,1.0,1,0,210.0,161525
14499,59.0,2.0,1,0,184.0,158000
14502,65.0,2.0,1,0,189.0,145000
14506,58.0,1.0,1,0,184.0,119400
14508,40.0,1.0,1,0,185.0,97000
14507,500.0,3.0,4,0,210.0,820000
14510,25.0,0.0,1,0,210.0,86000
14512,141.0,3.0,2,0,210.0,285000
14511,138.0,2.0,1,0,184.0,262500
14513,50.0,0.0,1,0,210.0,119000
14516,75.0,2.0,1,0,220.0,206877
14524,67.0,2.0,1,0,194.0,190000
14529,30.0,0.0,1,0,215.0,119000
14527,61.0,1.0,1,0,210.0,239000
14531,77.0,2.0,1,0,220.0,194425
14534,56.0,2.0,1,0,189.0,158000
14536,41.0,0.0,1,0,210.0,99000
14538,25.0,4.0,1,0,9.0,213000
14540,71.0,4.0,1,0,9.0,209500
14542,111.0,2.0,1,0,174.0,150000
14541,201.0,0.0,3,0,184.0,160000
14548,140.0,3.0,2,0,210.0,370000
14552,226.0,3.0,4,0,215.0,750000
14551,40.0,1.0,1,0,189.0,113900
14554,65.0,2.0,1,0,178.0,125000
14560,85.0,2.0,2,0,178.0,313070
14563,52.0,1.0,1,0,220.0,106000
14566,58.0,2.0,1,0,189.0,159900
14569,54.0,1.0,1,0,184.0,130287
14571,60.0,1.0,1,0,220.0,121419
14573,57.0,1.0,1,0,184.0,115000
14574,47.0,1.0,1,0,194.0,193000
14583,86.0,2.0,2,0,210.0,265000
14585,60.0,1.0,1,0,194.0,159239
14595,108.0,2.0,2,0,175.0,340000
14593,42.0,1.0,1,0,184.0,119900
14596,40.0,1.0,1,0,189.0,108300
14598,49.0,1.0,1,0,178.0,120000
14601,50.0,1.0,1,0,223.0,40000
14602,55.0,0.0,2,0,220.0,145640
14603,64.0,2.0,1,0,201.0,178900
14605,160.0,3.0,3,0,4.0,300000
14606,93.0,3.0,2,0,178.0,326000
14608,53.0,2.0,1,0,221.0,82000
14610,55.0,2.0,1,0,184.0,141999
14611,66.0,1.0,1,0,184.0,181749
14612,94.0,1.0,1,0,174.0,198800
14613,32.0,0.0,1,0,184.0,81900
14616,95.0,1.0,1,0,215.0,197800
14619,68.0,1.0,1,0,206.0,45000
14625,38.0,0.0,1,0,210.0,127000
14626,75.0,2.0,1,0,194.0,118000
14628,25.0,0.0,1,0,210.0,109900
14622,48.0,1.0,1,0,178.0,125000
14630,38.0,0.0,1,0,203.0,116000
14632,68.0,2.0,1,0,210.0,205000
14633,299.0,3.0,1,0,175.0,650000
14634,79.0,3.0,1,0,181.0,193218
14637,51.0,1.0,1,0,184.0,119253
14639,25.0,0.0,1,0,178.0,86000
14641,47.0,1.0,1,0,194.0,185000
14644,58.0,1.0,1,0,184.0,119500
14647,30.0,1.0,1,0,215.0,120000
14646,30.0,0.0,1,0,210.0,98000
14648,500.0,0.0,1,0,178.0,65000
14645,81.0,1.0,1,0,215.0,259000
14649,37.0,1.0,1,0,210.0,130000
14651,63.0,1.0,1,0,210.0,220411
14652,90.0,2.0,2,0,194.0,338500
14654,216.0,2.0,2,0,215.0,590000
14656,32.0,0.0,1,0,211.0,110000
14659,45.0,0.0,1,0,203.0,134000
14669,110.0,3.0,3,0,210.0,268000
14668,25.0,3.0,3,0,194.0,479000
14671,93.0,2.0,2,0,194.0,347000
14672,76.0,2.0,1,0,170.0,155183
14670,43.0,1.0,1,0,220.0,127900
14679,68.0,2.0,1,0,189.0,128000
14681,139.0,4.0,1,0,219.0,91000
14682,85.0,2.0,1,0,181.0,175000
14684,53.0,0.0,1,0,211.0,99500
14686,60.0,2.0,1,0,189.0,170000
14688,25.0,0.0,1,0,215.0,195426
14690,44.0,0.0,1,0,220.0,92090
14693,50.0,2.0,1,0,195.0,50000
14694,64.0,1.0,1,0,184.0,129363
14697,65.0,1.0,1,0,210.0,146000
14696,158.0,4.0,3,0,215.0,530000
14699,71.0,1.0,1,0,202.0,126105
14704,75.0,2.0,1,0,202.0,188371
14706,126.0,1.0,1,0,210.0,197000
14707,73.0,2.0,2,0,181.0,121000
14708,80.0,2.0,1,0,174.0,166419
14709,56.0,1.0,1,0,210.0,233000
14712,118.0,2.0,2,0,175.0,325000
14713,39.0,0.0,1,0,178.0,89000
14715,140.0,4.0,2,0,194.0,439000
14718,45.0,2.0,1,0,184.0,113000
14719,37.0,0.0,1,0,210.0,104690
14720,40.0,1.0,2,0,202.0,130000
14722,51.0,1.0,1,0,194.0,142000
14724,167.0,3.0,3,0,175.0,428700
14728,54.0,1.0,1,0,215.0,165000
14729,34.0,0.0,1,0,211.0,97440
14740,100.0,3.0,2,0,211.0,315000
14741,104.0,2.0,2,0,175.0,315100
14744,286.0,4.0,2,0,181.0,290000
14745,45.0,1.0,1,0,184.0,129600
14750,51.0,1.0,1,0,178.0,125000
14751,300.0,3.0,3,0,210.0,890000
14753,70.0,2.0,1,0,194.0,120000
14752,25.0,2.0,1,0,203.0,138000
14755,54.0,3.0,1,0,223.0,155000
14754,71.0,2.0,1,0,170.0,161799
14756,87.0,2.0,2,0,210.0,270000
14760,34.0,0.0,1,0,210.0,118500
14761,71.0,2.0,1,0,170.0,175375
14762,94.0,2.0,1,0,220.0,177450
14763,25.0,0.0,1,0,210.0,104800
14764,123.0,2.0,2,0,214.0,750000
14766,25.0,0.0,1,0,212.0,164800
14767,34.0,1.0,1,0,173.0,114000
14769,49.0,0.0,1,0,189.0,93000
14770,74.0,2.0,1,0,220.0,149200
14774,67.0,2.0,2,0,184.0,90000
14772,138.0,3.0,3,0,194.0,425000
14776,67.0,2.0,1,0,220.0,152900
14780,279.0,4.0,3,0,184.0,298000
14777,41.0,1.0,1,0,220.0,118900
14778,35.0,0.0,1,0,202.0,126000
14779,59.0,2.0,1,0,189.0,148000
14782,57.0,2.0,1,0,210.0,215000
14784,88.0,2.0,2,0,175.0,315000
14785,115.0,2.0,1,0,184.0,183515
14788,81.0,1.0,1,0,215.0,188900
14791,69.0,2.0,1,0,194.0,169000
14792,63.0,1.0,1,0,189.0,159000
14796,117.0,3.0,2,0,221.0,120000
14795,47.0,1.0,1,0,216.0,120000
14800,41.0,2.0,1,0,220.0,152500
14803,74.0,2.0,1,0,189.0,165836
14802,47.0,2.0,1,0,189.0,133000
14805,67.0,2.0,1,0,184.0,154796
14806,40.0,0.0,1,0,184.0,101600
14809,31.0,0.0,1,0,174.0,99861
14808,46.0,1.0,1,0,210.0,177786
14811,28.0,0.0,1,0,214.0,95000
14818,150.0,4.0,2,0,184.0,216000
14820,55.0,1.0,1,0,220.0,117900
14821,95.0,1.0,1,0,215.0,260000
14822,190.0,4.0,2,0,184.0,225000
14823,25.0,2.0,1,0,184.0,175000
14824,73.0,2.0,1,0,220.0,148699
14825,25.0,2.0,3,0,210.0,265000
14826,121.0,2.0,2,0,214.0,750000
14831,25.0,0.0,1,0,220.0,71000
14832,45.0,0.0,1,0,203.0,95000
14835,87.0,3.0,2,0,170.0,224266
14841,55.0,2.0,1,0,194.0,170000
14843,69.0,1.0,1,0,189.0,156000
14848,53.0,1.0,1,0,201.0,89000
14847,40.0,0.0,1,0,184.0,86400
14849,57.0,1.0,1,0,202.0,147000
14851,81.0,2.0,1,0,184.0,123000
14854,64.0,2.0,1,0,220.0,180079
14855,41.0,1.0,1,0,215.0,147500
14856,49.0,1.0,1,0,184.0,108801
14859,35.0,0.0,1,0,210.0,119000
14860,42.0,1.0,1,0,185.0,94000
14867,50.0,1.0,1,0,184.0,79000
14866,90.0,2.0,2,0,174.0,330000
14868,80.0,2.0,2,0,178.0,138000
14869,35.0,1.0,1,0,207.0,39000
14870,141.0,3.0,2,0,178.0,312000
14874,67.0,1.0,1,0,178.0,140000
14875,55.0,2.0,1,0,178.0,200770
14877,52.0,1.0,1,0,178.0,145000
14879,72.0,0.0,1,0,215.0,118000
14881,65.0,2.0,1,0,215.0,165000
14883,270.0,3.0,2,0,210.0,485000
14882,280.0,3.0,4,0,210.0,620000
14885,31.0,0.0,1,0,215.0,117500
14887,50.0,1.0,1,0,181.0,112000
14889,28.0,1.0,1,0,210.0,115000
14888,75.0,3.0,2,0,181.0,160000
14890,136.0,2.0,2,0,215.0,358131
14891,67.0,2.0,1,0,184.0,155118
14893,57.0,2.0,1,0,178.0,114000
14892,46.0,1.0,1,0,184.0,101247
14896,91.0,2.0,1,0,201.0,124000
14901,50.0,1.0,1,0,210.0,159000
14900,31.0,0.0,1,0,184.0,102900
14903,56.0,1.0,1,0,211.0,150000
14904,63.0,2.0,1,0,174.0,129000
14905,25.0,0.0,2,0,220.0,162500
14907,87.0,2.0,1,0,215.0,255000
14908,37.0,0.0,1,0,210.0,98000
14910,35.0,0.0,1,0,170.0,115000
14909,123.0,3.0,2,0,178.0,268490
14911,64.0,2.0,1,0,178.0,132500
14912,39.0,0.0,1,0,194.0,130000
14922,25.0,2.0,2,0,175.0,280000
14923,32.0,1.0,1,0,210.0,125000
14926,58.0,2.0,1,0,189.0,159900
14929,52.0,2.0,1,0,184.0,164400
14930,51.0,1.0,1,0,212.0,151500
14932,28.0,0.0,1,0,210.0,109000
14933,54.0,1.0,1,0,184.0,127617
14935,37.0,0.0,1,0,210.0,129000
14936,59.0,2.0,1,0,184.0,173900
14941,64.0,2.0,1,0,202.0,145000
14945,53.0,2.0,1,0,223.0,140000
14943,69.0,2.0,1,0,220.0,135655
14944,500.0,4.0,3,0,170.0,260000
14946,88.0,2.0,2,0,215.0,282117
14948,43.0,1.0,1,0,220.0,117900
14953,70.0,2.0,1,0,194.0,169000
14955,44.0,1.0,1,0,184.0,125000
14956,69.0,1.0,1,0,210.0,177700
14959,48.0,1.0,1,0,189.0,141000
14961,60.0,1.0,1,0,210.0,170181
14963,47.0,1.0,1,0,210.0,139750
14962,90.0,2.0,1,0,194.0,366000
14964,500.0,0.0,1,0,183.0,800000
14968,32.0,0.0,1,0,189.0,91400
14969,87.0,1.0,1,0,178.0,185000
14971,48.0,1.0,1,0,26.0,68000
14973,65.0,2.0,1,0,171.0,105000
14972,48.0,1.0,1,0,210.0,152280
14976,42.0,1.0,1,0,189.0,113900
14977,77.0,2.0,1,0,220.0,204148
14980,42.0,0.0,1,0,184.0,92000
14984,59.0,2.0,1,0,184.0,140900
14987,90.0,2.0,2,0,184.0,175000
14988,71.0,1.0,1,0,215.0,260000
14989,92.0,2.0,1,0,212.0,162200
14994,90.0,2.0,1,0,210.0,159000
14995,54.0,1.0,1,0,215.0,163000
14998,53.0,2.0,1,0,181.0,115000
14997,94.0,4.0,2,0,9.0,261200
15001,90.0,2.0,1,0,210.0,180061
15002,47.0,1.0,1,0,189.0,116000
15004,46.0,1.0,1,0,184.0,139000
15006,52.0,1.0,1,0,215.0,158500
15007,103.0,2.0,2,0,194.0,365000
15010,50.0,0.0,1,0,178.0,138224
15008,60.0,1.0,1,0,210.0,133000
15013,96.0,3.0,1,0,184.0,248750
15012,72.0,2.0,1,0,170.0,135000
15019,55.0,2.0,1,0,221.0,35000
15018,60.0,2.0,1,0,170.0,138000
15021,125.0,3.0,3,0,210.0,330000
15029,33.0,0.0,1,0,210.0,90000
15028,32.0,0.0,1,0,170.0,80554
15030,75.0,2.0,1,0,220.0,196680
15032,31.0,0.0,1,0,216.0,109000
15038,73.0,2.0,1,0,220.0,145728
15041,44.0,2.0,1,0,201.0,120000
15039,200.0,4.0,3,0,210.0,420000
15046,38.0,1.0,1,0,178.0,80000
15044,57.0,1.0,1,0,210.0,224000
15049,61.0,1.0,1,0,210.0,174800
15051,43.0,1.0,1,0,211.0,169800
15052,91.0,1.0,1,0,215.0,258000
15053,112.0,2.0,1,0,210.0,386000
15054,75.0,3.0,2,0,178.0,135000
15055,86.0,2.0,1,0,184.0,175800
15057,90.0,2.0,2,0,210.0,237000
15058,69.0,2.0,1,0,194.0,164400
15060,65.0,0.0,1,0,210.0,123000
15062,55.0,1.0,1,0,220.0,130000
15063,88.0,2.0,1,0,202.0,180086
15064,82.0,2.0,1,0,178.0,260000
15065,59.0,1.0,1,0,194.0,209000
15066,74.0,2.0,1,0,184.0,140846
15072,25.0,2.0,1,0,184.0,90000
15073,42.0,1.0,1,0,189.0,122400
15074,86.0,2.0,1,0,178.0,153549
15077,83.0,3.0,2,0,201.0,120000
15080,49.0,1.0,1,0,189.0,123900
15081,65.0,2.0,1,0,220.0,160000
15085,84.0,4.0,2,0,178.0,153000
15086,129.0,2.0,2,0,215.0,379000
15087,99.0,2.0,1,0,215.0,330000
15088,25.0,1.0,1,0,215.0,169000
15090,57.0,2.0,1,0,170.0,145000
15091,43.0,1.0,1,0,220.0,116400
15093,83.0,4.0,2,0,223.0,75000
15095,25.0,1.0,1,0,184.0,126757
15096,59.0,1.0,1,0,178.0,118000
15097,73.0,2.0,1,0,170.0,135000
15098,84.0,2.0,2,0,184.0,215000
15100,66.0,3.0,1,0,192.0,25000
15101,36.0,0.0,1,0,194.0,87600
15102,36.0,0.0,1,0,210.0,97000
15105,48.0,1.0,1,0,189.0,126900
15110,44.0,1.0,2,0,201.0,133200
15116,218.0,4.0,4,0,175.0,1100000
15118,38.0,1.0,1,0,201.0,87000
15119,100.0,2.0,2,0,210.0,350000
15120,91.0,2.0,1,0,210.0,371000
15121,65.0,1.0,1,0,194.0,180000
15122,52.0,1.0,1,0,178.0,105000
15123,62.0,2.0,1,0,178.0,163000
15126,64.0,2.0,1,0,201.0,143762
15124,51.0,1.0,1,0,215.0,190000
15129,58.0,1.0,1,0,189.0,106695
15132,36.0,0.0,1,0,178.0,89813
15133,68.0,0.0,1,0,184.0,105665
15134,33.0,0.0,1,0,211.0,99000
15137,72.0,2.0,1,0,194.0,174405
15136,136.0,4.0,3,0,210.0,435000
15140,63.0,2.0,1,0,220.0,150292
15142,64.0,2.0,1,0,220.0,206877
15143,69.0,2.0,1,0,178.0,306000
15144,70.0,1.0,1,0,256.0,98000
15147,60.0,1.0,1,0,210.0,176393
15151,48.0,0.0,1,0,202.0,124900
15152,45.0,0.0,1,0,220.0,102625
15153,42.0,1.0,1,0,178.0,109565
15155,65.0,2.0,2,0,210.0,225000
15156,39.0,0.0,1,0,194.0,136500
15158,77.0,2.0,1,0,178.0,160000
15161,55.0,2.0,1,0,181.0,110000
15163,76.0,2.0,1,0,220.0,177884
15164,129.0,2.0,3,0,175.0,345000
15166,42.0,1.0,1,0,184.0,151000
15165,41.0,0.0,1,0,211.0,117000
15167,40.0,0.0,1,0,210.0,145000
15171,42.0,1.0,1,0,184.0,126900
15168,39.0,0.0,1,0,174.0,97000
15172,102.0,2.0,2,0,215.0,295000
15178,93.0,2.0,3,0,8.0,450000
15179,118.0,2.0,1,0,184.0,225000
15184,68.0,2.0,1,0,203.0,250000
15183,49.0,1.0,1,0,184.0,108800
15188,69.0,1.0,1,0,210.0,176800
15189,92.0,3.0,2,0,203.0,250000
15192,108.0,4.0,2,0,181.0,139000
15194,99.0,4.0,2,0,181.0,180000
15193,207.0,4.0,4,0,210.0,550000
15195,31.0,0.0,1,0,215.0,134000
15200,43.0,1.0,1,0,184.0,129900
15202,70.0,2.0,1,0,202.0,205474
15204,52.0,1.0,1,0,189.0,141550
15205,59.0,2.0,1,0,184.0,153900
15207,68.0,1.0,1,0,184.0,130652
15209,50.0,1.0,1,0,184.0,114000
15212,41.0,1.0,2,0,215.0,147725
15216,60.0,3.0,1,0,223.0,28000
15217,43.0,1.0,1,0,220.0,117900
15221,48.0,1.0,1,0,222.0,85000
15218,35.0,0.0,1,0,216.0,109000
15222,61.0,3.0,1,0,218.0,125000
15226,96.0,2.0,2,0,210.0,235000
15228,30.0,0.0,1,0,184.0,92400
15233,56.0,1.0,1,0,174.0,115983
15235,68.0,1.0,2,0,203.0,192000
15236,55.0,2.0,1,0,170.0,160885
15238,97.0,2.0,2,0,210.0,343000
15239,60.0,0.0,1,0,189.0,99000
15240,36.0,1.0,1,0,173.0,69000
15243,72.0,2.0,1,0,184.0,210000
15246,91.0,3.0,2,0,181.0,167000
15247,70.0,2.0,1,0,220.0,177789
15248,29.0,0.0,1,0,211.0,118400
15252,53.0,2.0,1,0,170.0,138000
15253,42.0,1.0,1,0,189.0,109250
15256,369.0,3.0,3,0,210.0,720000
15257,32.0,0.0,1,0,210.0,117000
15258,201.0,0.0,3,0,223.0,160000
15260,52.0,0.0,1,0,215.0,127443
15263,82.0,2.0,1,0,220.0,184993
15266,100.0,4.0,2,0,184.0,185000
15265,44.0,1.0,2,0,201.0,135600
15269,54.0,2.0,1,0,181.0,79000
15270,51.0,1.0,1,0,194.0,136700
15271,65.0,2.0,2,0,211.0,299000
15273,119.0,2.0,2,0,210.0,350000
15276,60.0,2.0,1,0,189.0,180000
15277,49.0,0.0,1,0,215.0,150000
15281,59.0,2.0,1,0,184.0,138400
15283,189.0,4.0,4,0,210.0,620000
15284,32.0,0.0,1,0,210.0,117273
15286,95.0,0.0,1,0,211.0,380000
15287,58.0,1.0,1,0,184.0,111300
15289,54.0,1.0,1,0,178.0,125000
15291,77.0,2.0,1,0,178.0,163000
15292,80.0,1.0,1,0,174.0,163486
15293,71.0,2.0,1,0,220.0,144794
15301,53.0,1.0,1,0,189.0,115087
15305,153.0,3.0,2,0,184.0,238000
15306,55.0,1.0,1,0,178.0,206000
15309,43.0,0.0,1,0,211.0,125000
15311,38.0,1.0,1,0,189.0,122900
15312,64.0,1.0,1,0,210.0,181000
15317,63.0,2.0,1,0,189.0,151111
15320,83.0,2.0,2,0,194.0,236000
15313,65.0,2.0,1,0,220.0,135100
15316,56.0,1.0,1,0,189.0,129000
15319,40.0,0.0,1,0,215.0,117500
15322,38.0,0.0,1,0,210.0,125500
15327,47.0,2.0,1,0,189.0,50000
15328,32.0,0.0,1,0,220.0,101614
15332,71.0,2.0,1,0,178.0,159766
15334,85.0,2.0,2,0,184.0,189000
15339,38.0,0.0,1,0,210.0,113460
15344,35.0,0.0,1,0,210.0,123284
15345,56.0,1.0,1,0,184.0,139000
15346,40.0,1.0,1,0,184.0,105000
15351,74.0,2.0,1,0,220.0,150300
15352,75.0,2.0,1,0,184.0,175500
15355,25.0,1.0,1,0,210.0,161000
15356,52.0,1.0,1,0,194.0,170000
15357,170.0,3.0,4,0,210.0,620000
15360,61.0,2.0,1,0,184.0,144900
15361,232.0,3.0,4,0,214.0,990000
15363,136.0,2.0,3,0,8.0,600000
15365,31.0,0.0,1,0,184.0,103950
15368,46.0,0.0,1,0,174.0,99861
15369,62.0,1.0,1,0,215.0,183000
15370,32.0,0.0,1,0,210.0,124000
15380,55.0,1.0,1,0,210.0,151500
15383,60.0,1.0,1,0,220.0,141005
15384,500.0,4.0,4,0,223.0,2000000
15388,50.0,1.0,1,0,189.0,142500
15390,39.0,0.0,1,0,194.0,124500
15391,126.0,3.0,3,0,210.0,398000
15395,136.0,3.0,3,0,194.0,550000
15398,92.0,2.0,1,0,189.0,241500
15399,57.0,2.0,1,0,194.0,225000
15405,38.0,0.0,1,0,215.0,125000
15408,46.0,1.0,1,0,184.0,125900
15409,42.0,1.0,1,0,184.0,131742
15411,52.0,1.0,1,0,220.0,98500
15413,68.0,1.0,2,0,203.0,175000
15415,63.0,1.0,1,0,174.0,151900
15417,49.0,1.0,1,0,189.0,131900
15416,41.0,1.0,1,0,216.0,142000
15420,25.0,1.0,1,0,220.0,107136
15419,39.0,1.0,1,0,194.0,154000
15422,71.0,2.0,1,0,170.0,149000
15421,57.0,2.0,1,0,178.0,116000
15427,50.0,0.0,1,0,215.0,118000
15428,179.0,4.0,1,0,184.0,130000
15431,70.0,3.0,1,0,170.0,48000
15434,60.0,1.0,1,0,220.0,113683
15435,58.0,1.0,1,0,210.0,163000
15436,58.0,1.0,1,0,184.0,129816
15437,53.0,0.0,1,0,181.0,137200
15438,47.0,1.0,1,0,184.0,119870
15444,175.0,3.0,2,0,174.0,399867
15447,33.0,0.0,1,0,203.0,146000
15449,46.0,1.0,1,0,174.0,150559
15450,50.0,1.0,1,0,210.0,155000
15452,208.0,3.0,4,0,178.0,200000
15454,36.0,1.0,1,0,181.0,81500
15457,137.0,3.0,2,0,215.0,395000
15458,56.0,1.0,1,0,184.0,100400
15460,64.0,2.0,2,0,194.0,229000
15461,70.0,1.0,1,0,189.0,127000
15463,108.0,3.0,2,0,194.0,375000
15462,107.0,2.0,2,0,210.0,286000
15465,63.0,2.0,2,0,178.0,98000
15466,74.0,2.0,1,0,174.0,167000
15470,93.0,2.0,2,0,210.0,295000
15471,56.0,1.0,1,0,174.0,115130
15472,89.0,2.0,2,0,215.0,343500
15473,59.0,2.0,1,0,189.0,95000
15474,35.0,0.0,1,0,174.0,121750
15490,48.0,2.0,1,0,201.0,115000
15495,48.0,1.0,1,0,184.0,115141
15496,31.0,0.0,1,0,184.0,104400
15501,40.0,1.0,1,0,210.0,195000
15502,48.0,1.0,1,0,189.0,120000
15504,153.0,3.0,2,0,215.0,510000
15507,72.0,2.0,2,0,211.0,230000
15508,53.0,2.0,1,0,194.0,140000
15509,25.0,1.0,1,0,210.0,181800
15514,120.0,3.0,2,0,220.0,210000
15512,47.0,1.0,1,0,173.0,108000
