area,bathrooms,building_type,date,deal_type,department,foreign_id,id,image_urls,images,location,price,rooms,title,url
500 Mts,2 Baños,Casa,2023-06-10 13:21:29.932169,Venta,Montevideo,23658415,53,https://imagenes.gallito.com/1024x768/230424161956570.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230424161956570.jpg', 'path': 53, 'checksum': '5e1a0f971b29dd64858ba711a3684bb4', 'status': 'downloaded'}]",Punta Gorda, U$S 460.000,4,Casa en Venta - Punta Gorda,https://www.gallito.com.uy/casa-en-venta-punta-gorda-inmuebles-23658415
600 Mts,3 Baños,Casa,2023-06-10 13:21:29.903841,Venta,Montevideo,23678586,51,https://imagenes.gallito.com/1024x768/49006401.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49006401.jpg', 'path': 51, 'checksum': 'fc90d6aba097b11938bd4aee774cd908', 'status': 'downloaded'}]",Malvin, U$S 525.000,3,Vendo casa de 3 dormitorios en Malvin,https://www.gallito.com.uy/vendo-casa-de-3-dormitorios-en-malvin-inmuebles-23678586
10 Mts,3 Baños,Casa,2023-06-10 13:21:29.979595,Venta,Montevideo,23275886,56,https://imagenes.gallito.com/1024x768/49076776.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49076776.jpg', 'path': 56, 'checksum': 'b14d466937fa3cb8eb3376e9ca573a58', 'status': 'downloaded'}]",Carrasco, U$S 10.101,3,Venta Xigna Triplex Design Homes de 3 a 5 dorm,https://www.gallito.com.uy/venta-xigna-triplex-design-homes-de-3-a-5-dorm-inmuebles-23275886
400 Mts,2 Baños,Casa,2023-06-10 13:21:30.299225,Venta,Montevideo,23670837,59,https://imagenes.gallito.com/1024x768/48709690.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48709690.jpg', 'path': 59, 'checksum': '12fe4c0195d4f51bff400005cd5ac72a', 'status': 'downloaded'}]",Cerrito, U$S 195.000,4,Casa en Venta,https://www.gallito.com.uy/casa-en-venta-inmuebles-23670837
100 Mts,1 Baños,Casa,2023-06-10 13:21:30.069739,Venta,Montevideo,23675486,57,https://imagenes.gallito.com/1024x768/230510113503220.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230510113503220.jpg', 'path': 57, 'checksum': '369ee41056918d3f2c27cf83834f0194', 'status': 'downloaded'}]",Brazo Oriental, U$S 159.000,3,VENTA CASA P.H. BRAZO ORIENTAL-MUY BUENA UBICACION-,https://www.gallito.com.uy/venta-casa-ph-brazo-oriental-muy-buena-ubicacion-inmuebles-23675486
56 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.390574,Venta,Canelones,20924008,62,https://imagenes.gallito.com/1024x768/48652863.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48652863.jpg', 'path': 62, 'checksum': '02b504f3d058fa8ec79ec061d5920815', 'status': 'downloaded'}]",Parque Miramar, U$S 215.000,4,Se Vende Con RENTA!!!! Orden de Vender !!! Escuchan Ofertas,https://www.gallito.com.uy/se-vende-con-renta-orden-de-vender-escuchan-ofertas-inmuebles-20924008
1252 Mts,3 Baños,Casa,2023-06-10 13:21:30.314122,Venta,Maldonado,22345056,60,https://imagenes.gallito.com/1024x768/48391969.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48391969.jpg', 'path': 60, 'checksum': '413fc208e0ce7d4ccf6f50de175a0aef', 'status': 'downloaded'}]",San Rafael, U$S 780.000,4,Buena casa en San Rafael de Cuatro Dormitorios con Pisicina,https://www.gallito.com.uy/buena-casa-en-san-rafael-de-cuatro-dormitorios-con-pisicina-inmuebles-22345056
1480 Mts,Más de 3 baños,Casa,2023-06-10 13:21:30.144199,Venta,Canelones,21880217,58,https://imagenes.gallito.com/1024x768/48438481.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48438481.jpg', 'path': 58, 'checksum': '9cf51519ab6e1313decfa582f4dafcac', 'status': 'downloaded'}]",San José De Carrasco, U$S 385.000,4,Casa en Venta,https://www.gallito.com.uy/casa-en-venta-inmuebles-21880217
113 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.413564,Venta,Montevideo,22640559,63,https://imagenes.gallito.com/1024x768/46214072.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46214072.jpg', 'path': 63, 'checksum': 'a0305ca16c6bafde4845ed22e48cbdb8', 'status': 'downloaded'}]",Pocitos, U$S 225.000,3,Apartamento 3 dormitorios Próx. Av. Brasil,https://www.gallito.com.uy/apartamento-3-dormitorios-prox-av-brasil-inmuebles-22640559
612 Mts,Más de 3 baños,Apartamento,2023-06-10 13:21:30.441617,Venta,Maldonado,21461921,64,https://imagenes.gallito.com/1024x768/44950171.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/44950171.jpg', 'path': 64, 'checksum': 'cfd5dac90172e3fa7ab9799b625565cf', 'status': 'downloaded'}]",Punta Del Este, U$S 3.600.000,4,Pent House en Punta del Este.,https://www.gallito.com.uy/pent-house-en-punta-del-este-inmuebles-21461921
33 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.454698,Venta,Montevideo,22706493,65,https://imagenes.gallito.com/1024x768/44862267.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/44862267.jpg', 'path': 65, 'checksum': 'b9cf27908ff4d74517020f63c3ed1e08', 'status': 'downloaded'}]",Peñarol, U$S 41.000,2,Venta apartamento  dos dormitorios con renta Peñarol,https://www.gallito.com.uy/venta-apartamento-dos-dormitorios-con-renta-pe%C3%B1arol-inmuebles-22706493
200 Mts,2 Baños,Casa,2023-06-10 13:21:30.358195,Venta,Montevideo,23482994,61,https://imagenes.gallito.com/1024x768/230318142912760.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230318142912760.jpg', 'path': 61, 'checksum': 'f6f626b296fa6fbf41cccb4b5fbca380', 'status': 'downloaded'}]",Malvin, U$S 185.000,2,Linda oportunidad! Fondo con parrillero y garaje !,https://www.gallito.com.uy/linda-oportunidad-fondo-con-parrillero-y-garaje-inmuebles-23482994
110 Mts,2 Baños,Apartamento,2023-06-10 13:21:30.491955,Venta,Montevideo,23393080,66,https://imagenes.gallito.com/1024x768/230227162807950.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230227162807950.jpg', 'path': 66, 'checksum': 'e781315e4819c63c8d2c51b4a7b0c40f', 'status': 'downloaded'}]",Malvin, U$S 290.000,2,¡¡¡ ESPECTACULAR APARTAMENTO EN MALVIN SUR,https://www.gallito.com.uy/-espectacular-apartamento-en-malvin-sur-inmuebles-23393080
100 Mts,2 Baños,Apartamento,2023-06-10 13:21:30.507710,Venta,Maldonado,22224839,67,https://imagenes.gallito.com/1024x768/49171268.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49171268.jpg', 'path': 67, 'checksum': '7bde532c7aac2b7318fa9224e6016c53', 'status': 'downloaded'}]",Punta Del Este, U$S 240.000,3,"Buena vista al mar, terraza",https://www.gallito.com.uy/buena-vista-al-mar-terraza-inmuebles-22224839
160 Mts,3 Baños,Apartamento,2023-06-10 13:21:30.535217,Venta,Montevideo,23748671,69,https://imagenes.gallito.com/1024x768/230513003109440.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230513003109440.jpg', 'path': 69, 'checksum': '1ab188288991db962b1da5f3aed92acf', 'status': 'downloaded'}]",Villa Biarritz, U$S 396.000,3,BAJO! EXCELENTE APTO EN VILLA BIARRITZ,https://www.gallito.com.uy/bajo-excelente-apto-en-villa-biarritz-inmuebles-23748671
44 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.551704,Venta,Maldonado,23771581,70,https://imagenes.gallito.com/1024x768/49177407.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49177407.jpg', 'path': 70, 'checksum': '21c1210cdc2af1078cbf700b1f8586aa', 'status': 'downloaded'}]",Punta Del Este, U$S 120.000,1,"1 dormitorio reciclado, ascensor, garaje, balcón y gastos",https://www.gallito.com.uy/1-dormitorio-reciclado-ascensor-garaje-balcon-y-gastos-inmuebles-23771581
75 Mts,2 Baños,Apartamento,2023-06-10 13:21:30.725411,Venta,Montevideo,23580055,74,https://imagenes.gallito.com/1024x768/230408111027470.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230408111027470.jpg', 'path': 74, 'checksum': '0296985ba01a3430347a5b904e2eb174', 'status': 'downloaded'}]",Punta Carretas, U$S 260.000,2,Excelente. 2d.despejado Gge calefacción vig24,https://www.gallito.com.uy/excelente-2ddespejado-gge-calefaccion-vig24-inmuebles-23580055
70 Mts,2 Baños,Apartamento,2023-06-10 13:21:30.598678,Venta,Montevideo,23675468,71,https://imagenes.gallito.com/1024x768/48516758.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48516758.jpg', 'path': 71, 'checksum': '9c99a907eea7fe11556ea19fabbfa9b0', 'status': 'downloaded'}]",Pocitos, U$S 225.000,2,Excelente ubicación 2 dormitorios c/garaje,https://www.gallito.com.uy/excelente-ubicacion-2-dormitorios-cgaraje-inmuebles-23675468
98 Mts,2 Baños,Apartamento,2023-06-10 13:21:30.521483,Venta,Montevideo,23504802,68,https://imagenes.gallito.com/1024x768/47725410.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/47725410.jpeg', 'path': 68, 'checksum': '012352d4c0f3f7ac21c0863b8716c7fb', 'status': 'downloaded'}]",Pocitos, U$S 285.000,3,VENTA APARTAMENTO 3 DORMITORIOS POCITOS,https://www.gallito.com.uy/venta-apartamento-3-dormitorios-pocitos-inmuebles-23504802
160 Mts,3 Baños,Apartamento,2023-06-10 13:21:30.620162,Venta,Maldonado,21654593,72,https://imagenes.gallito.com/1024x768/47726554.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47726554.jpg', 'path': 72, 'checksum': '388e99aba1bbfc98c0f0a1fe95bf4fa9', 'status': 'downloaded'}]",Punta Del Este, U$S 920.000,3,mansa primera linea,https://www.gallito.com.uy/mansa-primera-linea-inmuebles-21654593
60 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.637458,Venta,Montevideo,23891524,73,https://imagenes.gallito.com/1024x768/49247049.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49247049.jpg', 'path': 73, 'checksum': 'adebbfc84374d212b476fad069f6ac25', 'status': 'downloaded'}]",Centro, U$S 134.000,2,Venta apartamento 2 dormitorios Losa radiante en el Centro,https://www.gallito.com.uy/venta-apartamento-2-dormitorios-losa-radiante-en-el-centro-inmuebles-23891524
68 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.748123,Venta,Montevideo,23776817,75,https://imagenes.gallito.com/1024x768/48756659.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/48756659.jpeg', 'path': 75, 'checksum': '4b79e44930013b7dd8dbff57c8b0f7b9', 'status': 'downloaded'}]",Tres Cruces, U$S 135.655,2,Venta De Apartamento 2 Dormitorios En Nostrum Plaza 2,https://www.gallito.com.uy/venta-de-apartamento-2-dormitorios-en-nostrum-plaza-2-inmuebles-23776817
52 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.766152,Venta,Montevideo,23531389,76,https://imagenes.gallito.com/1024x768/230327100100160.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230327100100160.jpg', 'path': 76, 'checksum': 'e244b93f43d2f9ea67deb27b990c50b3', 'status': 'downloaded'}]",Parque Batlle, U$S 150.000,1,VENTA APARTAMENTO 1 DORMITORIO MAS GARAJE PARQUE BATLLE,https://www.gallito.com.uy/venta-apartamento-1-dormitorio-mas-garaje-parque-batlle-inmuebles-23531389
25 Mts,1,Apartamento,2023-06-10 13:21:30.864300,Venta,Montevideo,22785509,79,https://imagenes.gallito.com/1024x768/48433748.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48433748.jpg', 'path': 79, 'checksum': '658b3f2db07e1806e7df3ea61e1ed112', 'status': 'downloaded'}]",Cordon, U$S 80.000,0,CASATROJA VENTA APARTAMENTO CORDON SUR,https://www.gallito.com.uy/casatroja-venta-apartamento-cordon-sur-inmuebles-22785509
40 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.879386,Venta,Montevideo,21506851,80,https://imagenes.gallito.com/1024x768/220407152354670.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220407152354670.jpg', 'path': 80, 'checksum': '44df7471de84699a0924ba450664c6d9', 'status': 'downloaded'}]",Atahualpa, U$S 79.000,1,VENTA APTO. INTERIOR- PTA.BAJA- SOBRE AV. MILLAN- CON PATIO,https://www.gallito.com.uy/venta-apto-interior-ptabaja-sobre-av-millan-con-patio-inmuebles-21506851
275 Mts,3 Baños,Apartamento,2023-06-10 13:21:30.917362,Venta,Maldonado,20462953,81,https://imagenes.gallito.com/1024x768/47702647.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47702647.jpg', 'path': 81, 'checksum': '6dddc289f18407100d8afa056ebd4874', 'status': 'downloaded'}]",Punta Del Este, U$S 1.600.000,3,"Exclusivo, 3 suites en Rincón del Indio",https://www.gallito.com.uy/exclusivo-3-suites-en-rincon-del-indio-inmuebles-20462953
60 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.846653,Venta,Montevideo,22985712,78,https://imagenes.gallito.com/1024x768/47671401.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47671401.jpg', 'path': 78, 'checksum': 'c6d80e9edbeb05f2c0447b1045fcc18a', 'status': 'downloaded'}]",Perez Castellanos, U$S 63.000,2,APARTAMENTO  IMPECABLE,https://www.gallito.com.uy/apartamento-impecable-inmuebles-22985712
57 Mts,1 Baños,Apartamento,2023-06-10 13:21:30.823464,Venta,Montevideo,23304344,77,https://imagenes.gallito.com/1024x768/46818211.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/46818211.jpeg', 'path': 77, 'checksum': '9638ccae7146137e5b9750fc07939b38', 'status': 'downloaded'}]",Cordon, U$S 135.000,2,Venta apartamento 2 dormitorios Cordón Sur Garbí,https://www.gallito.com.uy/venta-apartamento-2-dormitorios-cordon-sur-garbi-inmuebles-23304344
170 Mts,Más de 3 baños,Apartamento,2023-06-10 13:21:31.079784,Venta,Montevideo,23758775,82,https://imagenes.gallito.com/1024x768/49195898.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49195898.jpg', 'path': 82, 'checksum': '9da3f457eeb4a4d172c715ef18445a3f', 'status': 'downloaded'}]",Punta Carretas, U$S 445.000,3,Venta 3 dormitorios gge parrillero en Punta Carretas,https://www.gallito.com.uy/venta-3-dormitorios-gge-parrillero-en-punta-carretas-inmuebles-23758775
30 Mts,1,Apartamento,2023-06-10 13:21:31.367424,Venta,Montevideo,22595081,86,https://imagenes.gallito.com/1024x768/220922231626060.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220922231626060.jpg', 'path': 86, 'checksum': '5b10a474c1eff8e5b2d3d2a55a0639c6', 'status': 'downloaded'}]",Parque Batlle, U$S 54.000,0,a cuadra de av. rivera y ex zoo,https://www.gallito.com.uy/a-cuadra-de-av-rivera-y-ex-zoo-inmuebles-22595081
50 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.166685,Venta,Maldonado,22717226,83,https://imagenes.gallito.com/1024x768/47510522.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47510522.jpg', 'path': 83, 'checksum': '67c58c98c8a674b6fc39376ede549428', 'status': 'downloaded'}]",Punta Del Este, U$S 189.000,1,Apartamento1 Dormitorios y Medio en Chronos,https://www.gallito.com.uy/apartamento1-dormitorios-y-medio-en-chronos-inmuebles-22717226
58 Mts,2 Baños,Apartamento,2023-06-10 13:21:31.390283,Venta,Maldonado,23752125,87,https://imagenes.gallito.com/1024x768/48708079.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48708079.jpg', 'path': 87, 'checksum': '4cb225ac693959a6db36345acbd6e063', 'status': 'downloaded'}]",Punta Del Este, U$S 195.000,2,En plena peninsula de Punta del Este.,https://www.gallito.com.uy/en-plena-peninsula-de-punta-del-este-inmuebles-23752125
72 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.302744,Venta,Montevideo,21771250,84,https://imagenes.gallito.com/1024x768/220507151135560.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220507151135560.jpg', 'path': 84, 'checksum': 'c2c9ca2348fd2d8d10fcaf63a26e950d', 'status': 'downloaded'}]",Ciudad Vieja, U$S 82.000,3,Atención inversionista  renta Palacio Colon 3 Dormitorio,https://www.gallito.com.uy/atencion-inversionista-renta-palacio-colon-3-dormitorio-inmuebles-21771250
63 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.330123,Venta,Montevideo,23885926,85,https://imagenes.gallito.com/1024x768/49215334.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49215334.jpg', 'path': 85, 'checksum': '9556ffb29f6d675861114f546dd8ec04', 'status': 'downloaded'}]",Cordon, U$S 149.000,2,Apartamento Venta Cordón Montevideo iMas.uy F *...,https://www.gallito.com.uy/apartamento-venta-cordon-montevideo-imasuy-f-inmuebles-23885926
25 Mts,1,Apartamento,2023-06-10 13:21:31.691083,Venta,Montevideo,22785511,89,https://imagenes.gallito.com/1024x768/47073397.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47073397.jpg', 'path': 89, 'checksum': '8186d33e66d20cb8371905fd6143a0a2', 'status': 'downloaded'}]",Cordon, U$S 75.000,0,CASATROJA VENTA APARTAMENTO EN CORDON SUR MONOAMBIENTE CON,https://www.gallito.com.uy/casatroja-venta-apartamento-en-cordon-sur-monoambiente-con-inmuebles-22785511
45 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.735283,Venta,Maldonado,23123658,91,https://imagenes.gallito.com/1024x768/46063621.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46063621.jpg', 'path': 91, 'checksum': '5d3724f289a8bfa851736bdc16d72d7d', 'status': 'downloaded'}]",Otra, U$S 115.900,1,Venta apartamento de 1 dormitorio Punta del Este - Pinheiros,https://www.gallito.com.uy/venta-apartamento-de-1-dormitorio-punta-del-este-pinheiros-inmuebles-23123658
47 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.795166,Venta,Montevideo,23378141,93,https://imagenes.gallito.com/1024x768/230224150709590.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230224150709590.jpg', 'path': 93, 'checksum': '08379964f3658c7a70ba5ace8b4e1551', 'status': 'downloaded'}]",Malvin, U$S 110.000,2,Planta baja con patio proximo a Plaza Italia shopping !!!,https://www.gallito.com.uy/planta-baja-con-patio-proximo-a-plaza-italia-shopping-inmuebles-23378141
78 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.712579,Venta,Montevideo,23770716,90,https://imagenes.gallito.com/1024x768/48730379.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48730379.jpg', 'path': 90, 'checksum': '8d1604ce6ea45e22bfed427fef57de14', 'status': 'downloaded'}]",La Teja, U$S 48.000,1,APARTAMENTO LA TEJA,https://www.gallito.com.uy/apartamento-la-teja-inmuebles-23770716
68 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.818398,Venta,Montevideo,20930918,94,https://imagenes.gallito.com/1024x768/45339649.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/45339649.jpg', 'path': 94, 'checksum': '70ebe2cd67951d06cc30d267aa121b5b', 'status': 'downloaded'}]",Cordon, U$S 139.000,1,Domini Constituyente - Apartamento 1 dormitorio con terraza,https://www.gallito.com.uy/domini-constituyente-apartamento-1-dormitorio-con-terraza-inmuebles-20930918
32 Mts,1,Apartamento,2023-06-10 13:21:31.665105,Venta,Montevideo,22037821,88,https://imagenes.gallito.com/1024x768/49239335.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49239335.jpg', 'path': 88, 'checksum': '3c359215963d813383f9aca57884f5f2', 'status': 'downloaded'}]",Pocitos, U$S 88.400,0,Venta monoambiente con balcón en Pocitos,https://www.gallito.com.uy/venta-monoambiente-con-balcon-en-pocitos-inmuebles-22037821
46 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.768058,Venta,Montevideo,19156385,92,https://imagenes.gallito.com/1024x768/210217221912370.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/210217221912370.jpg', 'path': 92, 'checksum': 'd255875a1378dba37d518ae5f3125099', 'status': 'downloaded'}]",La Blanqueada, U$S 153.000,1,APTO ALQUILADO a PASOS DE 8 DE OCTUBRE CON GARAGE!,https://www.gallito.com.uy/apto-alquilado-a-pasos-de-8-de-octubre-con-garage-inmuebles-19156385
38 Mts,1,Apartamento,2023-06-10 13:21:31.982819,Venta,Montevideo,23446505,99,https://imagenes.gallito.com/1024x768/47549790.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47549790.jpg', 'path': 99, 'checksum': 'c6d51ba9f145f01b2fec0020745be07e', 'status': 'downloaded'}]",Pocitos, U$S 123.000,0,"Monoambiente de 38m2,  Obligado y 21",https://www.gallito.com.uy/monoambiente-de-38m2-obligado-y-21-inmuebles-23446505
150 Mts,3 Baños,Apartamento,2023-06-10 13:21:31.838362,Venta,Montevideo,23604823,95,https://imagenes.gallito.com/1024x768/48931253.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48931253.jpg', 'path': 95, 'checksum': 'f4d28af247d59de5cc53d206977752dd', 'status': 'downloaded'}]",Villa Biarritz, U$S 398.000,3,Apartamento en venta Punta Carretas 3 dormitorios con Patio,https://www.gallito.com.uy/apartamento-en-venta-punta-carretas-3-dormitorios-con-patio-inmuebles-23604823
36 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.874406,Venta,Montevideo,23297617,97,https://imagenes.gallito.com/1024x768/230209002224280.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230209002224280.jpg', 'path': 97, 'checksum': 'd90d5bb018226b2c909d4574a99f2e93', 'status': 'downloaded'}]",Pocitos, U$S 157.000,1,Prox Avda Brasil y Libertad antiguedad 7 años U$S 157.000,https://www.gallito.com.uy/prox-avda-brasil-y-libertad-antiguedad-7-a%C3%B1os-uss-157000-inmuebles-23297617
41 Mts,1 Baños,Apartamento,2023-06-10 13:21:31.966353,Venta,Montevideo,21765193,98,https://imagenes.gallito.com/1024x768/220506154951360.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220506154951360.jpg', 'path': 98, 'checksum': 'f47210113ae57ba99a1b4a8c1eb12093', 'status': 'downloaded'}]",Ciudad Vieja, U$S 79.500,1,ATENCION INVERSIONISTA CIUDAD VIEJA CON RENTA,https://www.gallito.com.uy/atencion-inversionista-ciudad-vieja-con-renta-inmuebles-21765193
245 Mts,3 Baños,Apartamento,2023-06-10 13:21:32.032757,Venta,Montevideo,22192466,100,https://imagenes.gallito.com/1024x768/48782206.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48782206.jpg', 'path': 100, 'checksum': 'e27c9289e7712939638a29db1dfa777e', 'status': 'downloaded'}]",Pocitos, U$S 620.000,3,Venta penthouse duplex de estilo3 dormitorios Pocitos,https://www.gallito.com.uy/venta-penthouse-duplex-de-estilo3-dormitorios-pocitos-inmuebles-22192466
