area,bathrooms,building_type,date,deal_type,id,image_urls,images,location,price,rooms,title,url
160 Mts,3 Baños,Apartamento,2023-06-03 18:06:16.578375,Alquiler,,https://imagenes.gallito.com/1024x768/48676827.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48676827.jpg', 'path': 'full/d252c563da1740ee8504fa6975205a4c02d7fa15.jpg', 'checksum': 'c43cb4baffaff26419a388ad885dbc40', 'status': 'downloaded'}]",Pinares, U$S 1.000,3,SE ALQUILA POR INVIERNO !! PENT HOUSE !! 3 DORMITORIOS !! P,https://www.gallito.com.uy/se-alquila-por-invierno-pent-house-3-dormitorios-p-inmuebles-23424778
59 Mts,1 Baños,Apartamento,2023-06-03 18:06:16.718242,Venta,,https://imagenes.gallito.com/1024x768/48473413.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48473413.jpg', 'path': 'full/d6ce9fefb1fc44dfd25620bacb9465f29f41d801.jpg', 'checksum': 'f761292f7eb65e704cd8f258c999bd1c', 'status': 'downloaded'}]",Pocitos, U$S 194.000,2,Venta apartamento de dos dormitorios a estrenar. Pocitos,https://www.gallito.com.uy/venta-apartamento-de-dos-dormitorios-a-estrenar-pocitos-inmuebles-21218608
76 Mts,1 Baños,Apartamento,2023-06-03 18:06:16.869620,Venta,,https://imagenes.gallito.com/1024x768/48563134.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48563134.jpg', 'path': 'full/29fb09fbef0bf944d3a716e84d3d68837f99bf97.jpg', 'checksum': '80b6c8b0ae5b52fa00bbf2079951e941', 'status': 'downloaded'}]",Centro, U$S 165.130,2,"Venta Apartamento 2 Dormitorios, 01 Del Centro",https://www.gallito.com.uy/venta-apartamento-2-dormitorios-01-del-centro-inmuebles-23720867
60 Mts,2 Baños,Apartamento,2023-06-03 18:06:16.930102,Alquiler,,https://imagenes.gallito.com/1024x768/230601215520240.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230601215520240.jpg', 'path': 'full/d236bee1191a332287f7a1adfb2381a9c0045eff.jpg', 'checksum': 'ec2066916460a21084ebf440c5d97e50', 'status': 'downloaded'}]",Pocitos, $U 30.000,2,Apartamento Alquiler Pocitos 2 Dormitorios Gge,https://www.gallito.com.uy/apartamento-alquiler-pocitos-2-dormitorios-gge-inmuebles-23847101
135 Mts,2 Baños,Apartamento,2023-06-03 18:06:16.914915,Venta,,https://imagenes.gallito.com/1024x768/48994181.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48994181.jpg', 'path': 'full/f0ced7bd6e5a880c4d945f16d1ee59b2e88fdb17.jpg', 'checksum': 'd1bf8884f04e13075fc2fe095c580267', 'status': 'downloaded'}]",Otros, U$S 220.000,3,PARODI VENTA APARTAMENTO CENTRO 3 DORMITORIOS SERVICIO GARA,https://www.gallito.com.uy/parodi-venta-apartamento-centro-3-dormitorios-servicio-gara-inmuebles-23504729
110 Mts,2 Baños,Apartamento,2023-06-03 18:06:16.899065,Venta,,https://imagenes.gallito.com/1024x768/220809131132170.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220809131132170.jpg', 'path': 'full/5a825f477ae321cc6ccca19086357543a3d2ce26.jpg', 'checksum': '6ceb0e9ff0c744f9912d4b0e48bd5f53', 'status': 'downloaded'}]",Pocitos, U$S 300.000,4,AVDA BRASIL 3 DORM 2 BAÑOS GGE,https://www.gallito.com.uy/avda-brasil-3-dorm-2-ba%C3%B1os-gge-inmuebles-22346963
155 Mts,2 Baños,Apartamento,2023-06-03 18:06:16.611531,Venta,,https://imagenes.gallito.com/1024x768/48829147.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48829147.jpg', 'path': 'full/559083f4e6c697a83d57040be832e7bf7093a0ad.jpg', 'checksum': '4fbf4e762b45f6be3aef19cde850eb62', 'status': 'downloaded'}]",Punta Gorda, U$S 294.433,3,"Venta 3 dorm con balcón y terraza, Punta Gorda",https://www.gallito.com.uy/venta-3-dorm-con-balcon-y-terraza-punta-gorda-inmuebles-22884885
55 Mts,1 Baños,Apartamento,2023-06-03 18:06:16.984029,Alquiler,,https://imagenes.gallito.com/1024x768/48889303.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48889303.jpg', 'path': 'full/7c20c6a413dc6a14dec5aa84592436fbe171d002.jpg', 'checksum': 'c3d117bc8d28886d37ee2175a91e918e', 'status': 'downloaded'}]",Prado, $U 22.000,1,Apartamento - Prado,https://www.gallito.com.uy/apartamento-prado-inmuebles-23695579
41 Mts,1 Baños,Apartamento,2023-06-03 18:06:16.631153,Alquiler,,https://imagenes.gallito.com/1024x768/48180790.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48180790.jpg', 'path': 'full/3f263bb517d0a9c308dfd5eae25a7c8194090af0.jpg', 'checksum': '7511b533d7bc586235354c842e2df136', 'status': 'downloaded'}]",Malvin, $U 30.000,1,Alquiler Apartamento Malvin A Metros De Rambla,https://www.gallito.com.uy/alquiler-apartamento-malvin-a-metros-de-rambla-inmuebles-23627562
29 Mts,1,Apartamento,2023-06-03 18:06:17.079408,Alquiler,,https://imagenes.gallito.com/1024x768/230529114615400.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230529114615400.jpg', 'path': 'full/5cbe50197e6fd673d74bb52b0ebb042467ed77bc.jpg', 'checksum': '550cd735fb3bc70f003d1b1ce8b19bf8', 'status': 'downloaded'}]",Pocitos, $U 18.500,0,ALQUILER MONOAMBINTE EN POCITOS,https://www.gallito.com.uy/alquiler-monoambinte-en-pocitos-inmuebles-23831915
85 Mts,2 Baños,Apartamento,2023-06-03 18:06:16.967577,Venta,,https://imagenes.gallito.com/1024x768/46699883.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46699883.jpg', 'path': 'full/f07f6c5e9e5d6e19ced1dbf6691e98d7e2e8d324.jpg', 'checksum': '99570e409af30a76a4bdc683063490ab', 'status': 'downloaded'}]",Punta Del Este, U$S 339.000,2,"Apartamento de dos dormitorios a pasos de Playa Mansa, Gala",https://www.gallito.com.uy/apartamento-de-dos-dormitorios-a-pasos-de-playa-mansa-gala-inmuebles-22345085
65 Mts,1 Baños,Apartamento,2023-06-03 18:06:17.534941,Alquiler,,https://imagenes.gallito.com/1024x768/48890262.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48890262.jpg', 'path': 'full/e92e53d414a5900874c89c385a748e8ffd1a7648.jpg', 'checksum': '10d3b5e376226e6e1d766ca2d240b56a', 'status': 'downloaded'}]",Union, $U 26.000,3,Apartamento en Unión,https://www.gallito.com.uy/apartamento-en-union-inmuebles-23695701
98 Mts,2 Baños,Apartamento,2023-06-03 18:06:17.513316,Venta,,https://imagenes.gallito.com/1024x768/230601132650680.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230601132650680.jpg', 'path': 'full/1cf9e71fee1b7b547480107f6ab27a0c3c82e4c7.jpg', 'checksum': 'a28fd11682330592da3d61c75d4d01c3', 'status': 'downloaded'}]",Palermo, U$S 280.000,3,Ambientes Fte al Mar! Excelente Vista! 3 Dorm+Estar.  Garaje,https://www.gallito.com.uy/ambientes-fte-al-mar-excelente-vista-3-dormestar-garaje-inmuebles-23846531
120 Mts,2 Baños,Apartamento,2023-06-03 18:06:17.559629,Venta,,https://imagenes.gallito.com/1024x768/48782847.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48782847.jpg', 'path': 'full/d43239cedfb1cecb8531b51b8b73e3202e907357.jpg', 'checksum': 'b5431a03267f4b1d0bff913c7168971c', 'status': 'downloaded'}]",Punta Del Este, U$S 250.000,2,APARTAMENTO DE 3 DORMITORIOS! PUNTA DEL ESTE! FRENTE AL MAR,https://www.gallito.com.uy/apartamento-de-3-dormitorios-punta-del-este-frente-al-mar-inmuebles-23424688
53 Mts,1 Baños,Apartamento,2023-06-03 18:06:17.884713,Alquiler,,https://imagenes.gallito.com/1024x768/49093785.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49093785.jpg', 'path': 'full/88e449650a729fc6e9d24e000f3b55acf85be72c.jpg', 'checksum': '213274852eed48f0cad3c4448186c9d2', 'status': 'downloaded'}]",Union, $U 18.000,2,Apartamento en Alquiler,https://www.gallito.com.uy/apartamento-en-alquiler-inmuebles-23777825
50 Mts,1 Baños,Apartamento,2023-06-03 18:06:17.489764,Venta,,https://imagenes.gallito.com/1024x768/230516184343260.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230516184343260.jpg', 'path': 'full/9073310015ed81ef7a1c5c943bf8f29abaf6af19.jpg', 'checksum': '37f8476e2e02c79cfc65b70fbf8185d7', 'status': 'downloaded'}]",Centro, U$S 123.500,2,Dueña vende apartamento impecable Vivienda u Oficina,https://www.gallito.com.uy/due%C3%B1a-vende-apartamento-impecable-vivienda-u-oficina-inmuebles-23767630
41 Mts,1 Baños,Apartamento,2023-06-03 18:06:18.150337,Alquiler,,https://imagenes.gallito.com/1024x768/48887261.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48887261.jpg', 'path': 'full/0235c324f8a04b2a59ef20abe9506db9f1067d54.jpg', 'checksum': '1bd300011573e11640d227196306ce6c', 'status': 'downloaded'}]",Malvin, $U 28.000,1,Apartamento - Malvín,https://www.gallito.com.uy/apartamento-malvin-inmuebles-23695402
59 Mts,1 Baños,Apartamento,2023-06-03 18:06:18.273746,Alquiler,,https://imagenes.gallito.com/1024x768/48755643.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48755643.jpg', 'path': 'full/1f75be19bd606727c6482a2b5db83a9e71c97c4a.jpg', 'checksum': 'a6b4713733de98c6fd5c0e1e6bad9f03', 'status': 'downloaded'}]",Cordon, $U 25.500,2,Alquiler Apartamento Cordon Montevideo iMas.uy FC *...,https://www.gallito.com.uy/alquiler-apartamento-cordon-montevideo-imasuy-fc-inmuebles-23776787
120 Mts,Más de 3 baños,Apartamento,2023-06-03 18:06:17.589775,Venta,,https://imagenes.gallito.com/1024x768/48055365.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48055365.jpg', 'path': 'full/fb68002832640f810d58aaaa17b0d771eab04dd0.jpg', 'checksum': 'e11c7ad904c5127e11863930c4cef0e5', 'status': 'downloaded'}]",Buceo, U$S 330.000,2,Edificio Diamantis Plaza. 2 Dormitorios   1 Con  Garaje Pis,https://www.gallito.com.uy/edificio-diamantis-plaza-2-dormitorios-1-con-garaje-pis-inmuebles-23601698
52 Mts,1 Baños,Apartamento,2023-06-03 18:06:17.843628,Alquiler,,https://imagenes.gallito.com/1024x768/48584963.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48584963.jpg', 'path': 'full/1a897884926453483db77ed44670cbb0c95b1c7a.jpg', 'checksum': '942d3dd814cd6260ad74d1c11c926022', 'status': 'downloaded'}]",Pocitos, $U 18.000,2,Alquiler Apartamento Pocitos Montevideo imas.uy GG *...,https://www.gallito.com.uy/alquiler-apartamento-pocitos-montevideo-imasuy-gg-inmuebles-23735200
78 Mts,2 Baños,Apartamento,2023-06-03 18:06:18.323619,Venta,,https://imagenes.gallito.com/1024x768/46181673.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46181673.jpg', 'path': 'full/8e218316e0aa92e50eb6fe8aa2fd0c06529b3877.jpg', 'checksum': '5a16f1f0ef60832efee11b43f51f900c', 'status': 'downloaded'}]",Punta Del Este, U$S 280.000,2,"Impecable bien equipado, todo reciclado",https://www.gallito.com.uy/impecable-bien-equipado-todo-reciclado-inmuebles-22774378
